"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","117507","playAndPauseBook","Default Suite","Mon Aug 11 15:43:12 CEST 2025","broken","Mon Aug 11 15:45:09 CEST 2025","org.nextory.ui_automation.mobile.tests.AudioPlayerBookTest","nextory_assignment","org.nextory.ui_automation.mobile.tests.AudioPlayerBookTest","playAndPauseBook"
