"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","156282","playAndPauseBook","Default Suite","Mon Aug 11 16:02:40 CEST 2025","passed","Mon Aug 11 16:05:16 CEST 2025","org.nextory.ui_automation.mobile.tests.AudioPlayerBookTest","nextory_assignment","org.nextory.ui_automation.mobile.tests.AudioPlayerBookTest","playAndPauseBook"
